sim_id,tourism_final_nzd_bn,gdp_final_nzd_bn,gdp_change_nzd_bn,gdp_pct_change,employment_chg_k,scenario
241,88.40554440352429,429.00333640534745,24.003336405347454,5.926749729715421,278.10555289898133,base_case
242,90.85395607958148,435.45962828776095,30.45962828776095,7.520895873521222,294.39327005730166,base_case
243,75.91815971714924,396.07496852848453,-8.925031471515467,-2.2037114744482635,195.03496807545628,base_case
244,85.94408529526626,422.5126393485802,17.512639348580194,4.324108481130913,261.73103951786567,base_case
245,83.83465228002947,416.9502106990404,11.950210699040383,2.950669308405033,247.6983306182218,base_case
246,88.42816571073395,429.0629872245032,24.062987224503217,5.9414783270378315,278.256037989861,base_case
247,93.29105450596265,441.88608791493675,36.88608791493675,9.107676028379446,310.6057274001807,base_case
248,84.0179959971689,417.43367537298974,12.43367537298974,3.0700433019727753,248.91799912279737,base_case
249,84.20024171307641,417.9142446937966,12.914244693796604,3.1887023935300256,250.1303633273323,base_case
250,83.61305044466702,416.3658620191311,11.3658620191311,2.806385683736074,246.22415531860037,base_case
251,77.355848657694,399.8660546138206,-5.133945386179391,-1.2676408360936768,204.59899321641927,base_case
252,108.59830375495436,482.25024318946697,77.25024318946697,19.074134120856044,412.435067897765,boom
253,80.1506359168658,407.2357149004929,2.2357149004928942,0.5520283704920727,223.1909256272188,base_case
254,88.30183792642404,428.7298696134662,23.729869613466178,5.8592270650533775,277.41566002556766,base_case
255,73.54503215170064,389.8171956275602,-15.182804372439819,-3.748840585787609,179.24806796195702,base_case
256,74.44671264057165,392.19486457831573,-12.80513542168427,-3.161761832514635,185.24637164328777,base_case
257,98.71851117963548,456.19791496879793,51.19791496879793,12.641460486122947,346.7111258731116,boom
258,82.96924653653971,414.66819573753503,9.66819573753503,2.387208824082723,241.94133962075773,base_case
259,81.92951521513699,411.926496310144,6.926496310143989,1.7102460025046884,235.02467203202715,base_case
260,68.84012100040113,377.4106710342253,-27.589328965774712,-6.812179991549312,147.949302792368,negative_shock
261,89.39776298842102,431.61974803983395,26.61974803983395,6.572777293786161,284.7061486354188,base_case
262,96.57869286515763,450.55536239126303,45.55536239126303,11.248237627472353,332.47628300855934,boom
263,99.89435643358956,459.29853740182904,54.29853740182904,13.407046272056553,354.53327241229107,boom
264,74.39020003800063,392.04584476240757,-12.954155237592431,-3.1985568487882547,184.87042943734323,base_case
265,93.29521959553186,441.89707096743496,36.897070967434956,9.110387893193817,310.63343507757247,base_case
266,74.72364151602696,392.9251068280534,-12.074893171946599,-2.9814551041843456,187.088602359836,base_case
267,68.22525247678345,375.7893053559759,-29.2106946440241,-7.212517196055333,143.85897570392424,negative_shock
268,89.03067060086393,430.65175085820914,25.65175085820914,6.3337656440022565,282.264117731069,base_case
269,90.19920620724385,433.73309825724255,28.733098257242546,7.09459216228211,290.03763785934746,base_case
